Date,Location,Deaths,Injuries,Total,Description
8/15/1996,"San Diego, California",3,0,3,"San Diego State University shooting: At San Diego State University, 36-year-old graduate student Frederick Martin Davidson killed three professors, 32-year-old Chen Liang, 44-year-old D. Preston Lowrey III, and 36-year-old Costas Lyrintzis, whom he believed were involved in a conspiracy against him.[448][462][463] Davidson was sentenced to serve three life terms without parole.[464]"
9/17/1996,"State College, Pennsylvania",1,2,3,19-year-old Jillian Robbins killed one student and injured two outside Pennsylvania State University's HUB–Robeson Center.[448][465][466] Robbins was sentenced to between 30 and 60 years in prison.[467]
9/25/1996,"Decatur, Georgia",1,2,3,16-year-old David Dubose Jr. killed English teacher Horace Morgan on the steps of Dekalb Alternative School. Dubose was found not guilty by reason of insanity and was committed indefinitely to a state mental hospital.[206]
10/9/1996,"Sherwood, Arkansas",1,0,1,14-year-old Willis Ward Johnson killed 20-year-old James Earl Routt as they rode a school bus.[468] He pleaded guilty to first-degree murder and was sentenced to 46 years in prison.[469]
10/16/1996,"West Lafayette, Indiana",2,0,2,"18-year-old Jarrod Allan Eskew killed 27-year-old Jay Severson, his Wiley Hall dorm counselor, and himself after being found with drugs the previous day.[470][471][472][473]"
1/27/1997,"West Palm Beach, Florida",1,0,1,"14-year-old Conniston Middle School student Tronneal Mangum fatally shot 14-year-old classmate John Pierre Kamel over a $40 debt.[474] He was originally sentenced to life in prison, later reduced to 40 years and again to 25 years.[475][476]"
2/19/1997,"Bethel, Alaska",2,2,4,"1997 Bethel Regional High School shooting: 16-year-old student Evan Ramsey killed Bethel Regional High School principal Ron Edwards and 15-year-old student Joshua Palacios and wounded two other students. After a brief shootout with a responding police officer, Ramsey decided to surrender. He was later sentenced to 198 years in prison.[448][477]"
10/1/1997,"Pearl, Mississippi",3,7,10,"1997 Pearl High School shooting: 16-year-old Luke Woodham murdered his 50-year-old mother, Mary, at home before killing his ex-girlfriend, 16-year-old student Christina Menefee, and 17-year-old student Lydia Kaye Dew, then wounding seven others at Pearl High School. Woodham was sentenced to life in prison. [448][478][479][480]"
10/15/1997,"Palmetto, Florida",0,1,1,"After an argument between them the day before, 13-year-old Brandon Hartsoe took a .38 revolver from his mother's dresser drawer and shot 13-year-old Lincoln Middle School classmate Trent Murray in the back, causing serious injury, then continued to fire three more shots in the general area of other students.[481] Hartsoe was sentenced in 1998 to serve until his 18th birthday.[482]"
12/1/1997,"West Paducah, Kentucky",3,5,8,1997 Heath High School shooting: Three students were killed and five wounded by 14-year-old Michael Carneal as they participated in a prayer circle. Carneal was sentenced to life in prison with the possibility of parole after 25 years.
12/15/1997,"Stamps, Arkansas",0,2,2,"Concealed in a wooded area on school grounds, 14-year-old Joseph ""Colt"" Todd wounded two students as they were entering Stamps High School.[448][483]"
3/24/1998,"Craighead County, Arkansas",5,10,15,1998 Westside Middle School shooting: 13-year-old Mitchell Johnson and 11-year-old Andrew Golden killed a teacher and four students and wounded 10 others as Westside Middle School emptied during a fire alarm intentionally set off by Golden. Both shooters were sentenced to confinement until their 21st birthdays.[484][485]
4/24/1998,"Edinboro, Pennsylvania",1,3,4,1998 Parker Middle School dance shooting: 14-year-old student Andrew Wurst fatally shot 48-year-old teacher John Gillette and wounded two students and another teacher at an 8th-grade graduation dance. He is serving a 30- to 60-year sentence in a prison for young offenders.[485][486]
5/19/1998,"Fayetteville, Tennessee",1,0,1,"18-year-old Jacob Lee Davis shot 18-year-old Robert Creson at Lincoln County High School in a dispute over a girl.[487] Davis received a life sentence on July 29, 1999, and will be eligible for parole in May 19, 2049.[488][489]"
5/21/1998,"Springfield, Oregon",4,25,29,"Thurston High School shooting: After killing his parents at home, 15-year-old Kip Kinkel drove to Thurston High School, where he killed two students and wounded 25 others.[485] After pleading guilty, he was sentenced to 111 years in prison.[490]"
6/15/1998,"Richmond, Virginia",0,2,2,14-year-old student Quinshawn Brooker wounded 45-year-old basketball coach and history teacher Gregory Carter and 74-year-old Head Start volunteer Eloise Wilson in the hallway of Armstrong High School.[485][491]
12/10/1998,"Detroit, Michigan",1,0,1,52-year-old Professor Andrzej Olbrot was killed by 48-year-old graduate doctoral student Wlodzimierz Dedecjusat at Wayne State University.[492]
1/8/1999,"Carrollton, Georgia",2,0,2,15-year-old Andrea Garrett was found dead and 17-year-old Jeff Miller seriously wounded in the girls' restroom at Central High School as part of a suspected suicide pact. Miller died the next day.[493][494]
4/16/1999,"Notus, Idaho",0,1,1,"15-year-old Shawn Cooper of Notus, Idaho took a 12-gauge shot gun to school and started firing, injuring one student and holding the school hostage for about 20 minutes.[495]"
4/20/1999,"Littleton, Colorado",15,24,39,"Columbine High School massacre: 18-year-old Eric Harris and 17-year-old Dylan Klebold, students at Columbine High School, killed 12 students and one teacher. They injured 21 additional people, and three more were injured while attempting to escape the school. The pair committed suicide in the library after a brief gunfight with police at the end of the massacre. It was the deadliest mass shooting at a high school in U.S. history until it was surpassed by the Stoneman Douglas High School shooting in February 2018.[485][496]"
5/20/1999,"Conyers, Georgia",0,6,6,"15-year-old student Thomas ""T.J."" Solomon Jr. wounded six students at Heritage High School. A 15-year-old girl was hospitalized in critical condition, and the other victims suffered from non-life-threatening injuries.[485] Solomon initially faced up to 351 years of prison if convicted of aggravated assault and other charges. In 2000, he was found guilty but mentally ill and was sentenced to 40 years in prison and 65 years of probation.[497]"
11/19/1999,"Deming, New Mexico",1,0,1,"13-year-old Victor Cordova Jr. fatally shot 13-year-old Deming Middle School schoolmate Araceli Tena. Cordova said he had intended to commit suicide but was jostled by others and his gun moved.[485][498] He could not be charged as an adult as he was under 14, so he received the maximum sentence for a juvenile: a minimum of two years in prison, with a maximum of being held until his 21st birthday.[499][500] In December 2003, he was released to his aunt and uncle to live with them in Colorado.[501]"
2/29/2000,"Flint, Michigan",1,0,1,"Killing of Kayla Rolland: At Buell Elementary School, a 6-year-old boy fatally shot 6-year-old girl classmate Kayla Rolland. To date, the boy is the youngest documented fatal school shooter.See August 22, 2013, below."
5/26/2000,"Lake Worth, Florida",1,0,1,"13-year-old honor student Nathaniel Brazill was sent home for throwing water balloons, but returned to his Lake Worth Middle School with a family pistol. He fatally shot teacher Barry Grunow, who was popular at the school."
6/28/2000,"Seattle, Washington",2,0,2,"58-year-old Director of the Division of Pathology of the University of Washington Medical Center, Rodger C. Haggitt, was shot dead by 42-year-old Taiwanese immigrant and then-U.S. citizen Jian Chen, who had just completed his second year of forensic pathology residency training, and had been notified of his contract non-renewal (which Chen wrote would dishonor his family). Chen went on to commit suicide. In 2001 the Rodger C. Haggitt Gastrointestinal Pathology Society was named in memory of Dr. Haggitt."
8/28/2000,"Fayetteville, Arkansas",2,0,2,"36-year-old James Easton Kelly, a PhD candidate in Comparative Literature at University of Arkansas, killed 67-year-old John R. Locke, the English professor overseeing his coursework. Kelly had been dismissed from this PhD program due to a lack of progress toward his degree. Kelly shot Locke three times before committing suicide in the director's office, which had been isolated by campus police.[4]"
9/26/2000,"New Orleans, Louisiana",0,2,2,"13 year-olds Darrel Johnson and Alfred Anderson were initially charged with attempted first-degree murder in the shooting of 15 year-old William Pennington. Pennington, after being shot, gained control of the gun and shot Johnson in the back.[5] Charges were later reduced to Aggravated Battery."
2/2/2001,"Detroit, Michigan",0,3,3,"At Osborn High School, two students and a teacher were grazed by gunfire after a student fired a gun in their classroom.[8]"
3/5/2001,"Santee, California",2,13,15,"Santana High School shooting: 15-year-old student Charles Andrew Williams killed two students, 14-year-old Bryan Zuckor and 17-year-old Randy Gordon, at Santana High School. In total, he wounded thirteen others. Williams was arrested and convicted of murder and attempted murder. He was sentenced to life with the chance of parole after serving 50 years.[9]"
3/7/2001,"Williamsport, Pennsylvania",0,1,1,14-year-old student Elizabeth Catherine Bush wounded fellow student Kimberly Marchese in the cafeteria of Bishop Neumann High School.[10] Bush was released in 2004.[11]
3/22/2001,"El Cajon, California",0,6,6,"18-year-old former student Jason Hoffman opened fire at Granite Hills High School, injuring five people before being shot and wounded by a police officer.[12] He was convicted of assault and sentenced to prison, where he committed suicide in 2002.[13]"
